areasymbol,areaname,musym,natmusym,muname,map_order,mukey,dmu_nasis_group,coiid,compname,localphase,comppct_r,comp_acres,majcompflag,compkind,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,particle_size_class,diag_features,temp_regime,moisture_subclass,moisture_regime,MLRA_NASIS,ecosite_id,ecosite_name,rangeprod_l,rangeprod_r,rangeprod_h,oth_veg_class_type,oth_veg_class_id,oth_veg_class_name,coforprod_plantsyms,coeplants_plantsyms,cocanopy_plantsyms,map_l_in,map_r_in,map_h_in,maat_l_f,maat_r_f,maat_h_f,ffd_l,ffd_r,ffd_h,elev_l_ft,elev_r_ft,elev_h_ft,slope_l,slope_r,slope_h,aspect_rep,aspect_cw,aspect_ccw,landscape,landform,geomorph_comp,hillslope_profile,slope_shp_across_down,parent_material,restrict_kind,restrict_depth_l_in,restrict_depth_r_in,restrict_depth_h_in,soil_depth_l_in,soil_depth_r_in,soil_depth_h_in,o_horizon_depth_in,ksat_l_0_10_in,ksat_l_10_40_in,ksat_l_0_40_in,awc_l_0_10_in,awc_r_0_10_in,awc_h_0_10_in,awc_l_0_40_in,awc_r_0_40_in,awc_h_0_40_in,surf_texture,frags_r_2mm_3in_on_surf,frags_lo_2mm_3in_on_surf,frags_hi_2mm_3in_on_surf,frags_r_gt_3in_on_surf,frags_lo_gt_3in_on_surf,frags_hi_gt_3in_on_surf,surfhzn_frags_r_2mm-3in,surfhzn_frags_r_gt_3in,subsurf_frags_r_2mm-3in,subsurf_frags_lo_2mm-3in,subsurf_frags_hi_2mm-3in,subsurf_frags_r_gt_3in,subsurf_frags_lo_gt_3in,subsurf_frags_hi_gt_3in,albedo_dry_r,clay_r_surf_,clay_r_max_0_20in,surf_structure,pH_l_0_10in,pH_h_0_10in,pH_l_10_40in,pH_h_10_40in,CaCO3_l_0_10in,CaCO3_h_0_10in,CaCO3_l_10_40in,CaCO3_h_10_40in,SAR_l_0_10in,SAR_h_0_10in,SAR_l_10_40in,SAR_h_10_40in,EC_l_0_10in,EC_h_0_10in,EC_l_10_40in,EC_h_10_40in,water_table_l_in,water_table_h_in,water_table_months,drainage_class,flood_freq,flood_dur,pond_freq,pond_dur,pond_depth_h,pond_depth_l,pond_depth_rv
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2775957,Tigerlily,,5,365,no,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,loamy-skeletal,"histic epipedon(0-9), aquic conditions(0-79)",Frigid,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,8840,10420,3,10,30,75,360,0,mountains,seeps on glacial-valley walls,lower third of mountainflank,"backslope, footslope","linear/linear, convex/convex",organic material over alluvium derived from igneous and metamorphic rock,,,,,,59,,9,moderately high,moderately high,moderately high,2.7,3.9,4.9,3.1,4.8,8.1,MPT,1,0,5,3,2,33,0,0,42,17,43,14,10,31,0.09,25,25,structureless massive structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3235,2t8zl,"Rock outcrop, metamorphic-Marmot-Windowpeak, dry complex, 30 to 100 percent slopes",order 3,2924638,2-SON SEKI,2669506,Typic Xerorthents,metamorphic,5,365,no,family,Entisols,Orthents,Xerorthents,Typic Xerorthents,sandy-skeletal,ochric epipedon(0-7),Frigid,Typic,Xeric,22A,R022AD010CA,Frigid Talus Slopes,,,,,,,,,,30,38,46,36,41,45,65,95,120,6170,8780,10420,45,47,70,163,360,0,mountains,talus slopes on glacial-valley walls,lower third of mountainflank,"backslope, footslope",convex/linear,colluvium derived from igneous and metamorphic rock,,,,,,79,,0,high,high,high,0.1,0.1,0.4,0.4,0.7,1.3,CB,5,2,28,62,19,100,36,60,28,21,31,16,16,55,0.16,0,2,structureless single grain structure,4.5,6,4.5,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3242,2twpt,"Beetlerock-Dorst, moist-Pigchute complex, 15 to 60 percent slopes",order 3,2766867,2-SON SEKI,2669505,Beetlerock,,35,745,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy,umbric epipedon(1-23),Frigid,Typic,Xeric,22A,F022AD104CA,Colluvial Frigid Mountain Slopes,,,,,,,,,,31,44,48,41,43,48,95,110,165,6140,7090,8200,15,35,45,41,360,0,mountains,mountain slopes,center third of mountainflank,backslope,linear/linear,colluvium over residuum weathered from igneous and metamorphic rock,,,,,,59,,1,high,high,high,0.5,1,1.2,1.9,3.5,4.7,LS,0,0,10,0,3,57,0,0,7,0,22,6,0,12,0.02,4,15,weak medium granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3242,2twpt,"Beetlerock-Dorst, moist-Pigchute complex, 15 to 60 percent slopes",order 3,2766867,2-SON SEKI,2485274,Dorst,moist,27,575,yes,series,Inceptisols,Xerepts,Humixerepts,Lithic Humixerepts,sandy-skeletal,"umbric epipedon(0-17), lithic contact(17-79)",Frigid,Typic,Xeric,22A,R022AD007CA,"Bedrock, Shallow Slopes",,,,,,,,,,31,44,48,41,43,48,95,110,165,6140,7490,10370,45,57,60,32,360,0,mountains,structural benches on mountain slopes,upper third of mountainflank,"backslope, shoulder",convex/convex,colluvium over residuum weathered from igneous and metamorphic rock,Lithic bedrock,7,17,20,,17,,0,high,high,high,0.2,0.4,0.9,0.3,0.7,1.5,CBX-LS,10,2,33,49,4,66,20,40,26,15,30,18,18,40,0.09,2,2,weak fine subangular blocky structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3242,2twpt,"Beetlerock-Dorst, moist-Pigchute complex, 15 to 60 percent slopes",order 3,2766867,2-SON SEKI,2669199,Pigchute,,20,426,yes,series,Inceptisols,Xerepts,Dystroxerepts,Vitrandic Dystroxerepts,loamy-skeletal,"ochric epipedon(0-7), cambic horizon(8-64)",Frigid,Typic,Xeric,22A,F022AD102CA,Cool Moraines,,,,,,,,,,31,44,48,41,43,48,95,110,165,6560,7850,8530,15,36,45,107,360,0,mountains,mountain slopes,center third of mountainflank,backslope,convex/linear,colluvium and/or till over residuum weathered from metasedimentary rock,,,,,,64,,3,moderately high,moderately high,moderately high,0.3,0.6,1.5,1.2,2.8,5.4,GRV-SL,0,1,14,2,4,66,0,0,22,15,37,6,10,33,0.23,15,15,weak fine granular structure,4.5,6.5,4.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3242,2twpt,"Beetlerock-Dorst, moist-Pigchute complex, 15 to 60 percent slopes",order 3,2766867,2-SON SEKI,2669200,Mineralking,,10,213,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(1-11), cambic horizon(11-24)",Frigid,Typic,Xeric,22A,F022AD103CA,Very Deep Cryic Slopes,,,,,,,,,,31,44,48,41,43,48,95,110,165,8200,8560,10370,30,62,70,248,360,0,mountains,mountain slopes,center third of mountainflank,backslope,linear/linear,colluvium derived from igneous and metamorphic rock,,,,,,63,,1,moderately high,moderately high,moderately high,0.7,1.5,2.3,1.6,4.2,6.5,GR-FSL,10,1,19,5,3,57,0,0,25,20,40,5,5,28,0.16,6,15,weak very fine subangular blocky structure parts to weak very fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3242,2twpt,"Beetlerock-Dorst, moist-Pigchute complex, 15 to 60 percent slopes",order 3,2766867,2-SON SEKI,2292957,Rock outcrop,metamorphic,5,106,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,31,44,48,41,43,48,95,110,165,6140,7820,10370,30,45,60,180,360,0,mountains,mountain slopes,mountainflank,"backslope, shoulder",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",3242,2twpt,"Beetlerock-Dorst, moist-Pigchute complex, 15 to 60 percent slopes",order 3,2766867,2-SON SEKI,2775958,Tigerlily,,3,64,no,series,Inceptisols,Aquepts,Humaquepts,Hydraquentic Humaquepts,loamy-skeletal,"histic epipedon(0-9), aquic conditions(0-79)",Frigid,Typic,Aquic,22A,F022AX005CA,Discharge slopes and moist toeslopes,,,,,,,,,,31,44,48,41,43,48,95,110,165,6140,8840,10370,3,10,30,75,360,0,mountains,seeps on mountain slopes,lower third of mountainflank,"backslope, footslope","linear/linear, convex/convex",organic material over alluvium derived from igneous and metamorphic rock,,,,,,59,,9,moderately high,moderately high,moderately high,2.7,3.9,4.9,3.1,4.8,8.1,MPT,1,0,5,3,2,33,0,0,42,17,43,14,10,31,0.09,25,25,structureless massive structure,4.5,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"May, June, July",very poorly,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4020,2tbfj,"Canyonview-Oxyaquic Xerofluvents, occasionally flooded-Tuolumne complex, 1 to 35 percent slopes",order 3,2766868,2-SON SEKI,2256761,Canyonview,,45,2068,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(2-13),Mesic,Typic,Xeric,22A,F022AH203CA,Mesic Moraine,,,,,,,,,,21,37,42,46,52,54,120,150,190,4070,5090,6660,2,20,35,360,360,0,mountains,moraines on glacial-valley floors,mountainbase,footslope,convex/convex,till and/or reworked alluvium derived from granite,,,,,,59,,2,high,high,high,0.2,0.7,1.1,0.5,1.3,2.3,STV-LS,0,2,33,51,4,71,0,0,28,19,31,16,16,43,0.04,4,15,weak fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4020,2tbfj,"Canyonview-Oxyaquic Xerofluvents, occasionally flooded-Tuolumne complex, 1 to 35 percent slopes",order 3,2766868,2-SON SEKI,2256764,Oxyaquic Xerofluvents,occasionally flooded,20,919,yes,family,Entisols,Fluvents,Xerofluvents,Oxyaquic Xerofluvents,sandy-skeletal,"ochric epipedon(0-7), redox concentrations(8-79)",Mesic,Oxyaquic,Xeric,22A,F022AX017CA,High Gradient Mainstem B-Channel,,,,,,,,,,30,37,42,46,52,54,120,150,190,4070,4770,6660,1,5,8,140,360,0,mountains,flood-plain steps on glacial-valley floors,tread,toeslope,concave/linear,alluvium derived from igneous and metamorphic rock,,,,,,79,,2,moderately high,high,moderately high,0.1,0.3,0.8,0.4,1.2,3.1,STX-S,10,2,33,16,2,33,0,0,31,0,36,15,0,39,0.04,1,15,structureless single grain structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,20,59,"April, May, June",moderately well,occasional,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4020,2tbfj,"Canyonview-Oxyaquic Xerofluvents, occasionally flooded-Tuolumne complex, 1 to 35 percent slopes",order 3,2766868,2-SON SEKI,2256768,Tuolumne,,15,689,yes,series,Entisols,Orthents,Xerorthents,Vitrandic Xerorthents,sandy-skeletal,ochric epipedon(0-7),Mesic,Typic,Xeric,22A,F022AH201CA,Cobbly Alluvial Terraces,,,,,,,,,,30,37,42,46,52,54,120,150,190,4070,5070,6660,2,2,15,355,360,0,mountains,stream terraces on glacial-valley floors,tread,toeslope,linear/linear,alluvium derived from granite,,,,,,59,,1,high,high,high,0.2,0.4,0.9,0.5,1.1,2.7,GRV-LS,1,0,10,4,1,14,0,0,42,19,44,14,13,34,0.16,4,15,weak very fine granular structure,5.6,6.5,5.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4020,2tbfj,"Canyonview-Oxyaquic Xerofluvents, occasionally flooded-Tuolumne complex, 1 to 35 percent slopes",order 3,2766868,2-SON SEKI,2256760,Vitrandic Xeropsamments,,12,551,no,family,Entisols,Psamments,Xeropsamments,Vitrandic Xeropsamments,not used,ochric epipedon(0-7),Mesic,Typic,Xeric,22A,F022AH202CA,Mesic Glacial Outwash,,,,,,,,,,30,37,42,46,52,54,120,150,190,4070,4720,6660,2,6,8,255,360,0,mountains,glacial-valley floors,tread,toeslope,linear/linear,outwash over till derived from granite,,,,,,105,,0,high,high,high,0.5,0.7,0.9,1.7,2.5,3.6,LCOS,0,1,14,,,,0,0,13,0,31,0,0,2,0.02,3,15,weak very fine granular structure,5.6,7.3,5.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4020,2tbfj,"Canyonview-Oxyaquic Xerofluvents, occasionally flooded-Tuolumne complex, 1 to 35 percent slopes",order 3,2766868,2-SON SEKI,2256763,Aquic Xerofluvents,,5,230,no,taxon above family,Entisols,Fluvents,Xerofluvents,Aquic Xerofluvents,not used,"ochric epipedon(0-7), redox concentrations(1-59)",Mesic,Aquic,Xeric,22A,F022AX017CA,High Gradient Mainstem B-Channel,,,,,,,,,,30,37,42,46,52,54,120,150,190,4070,4530,6660,1,4,8,305,360,0,mountains,"low flood-plain steps on glacial-valley floors, flood plains on glacial-valley floors",tread,toeslope,linear/linear,alluvium derived from igneous and metamorphic rock,,,,,,59,,0,high,high,high,0.1,0.1,0.9,0.4,0.4,3.5,CBX-FS,35,2,33,32,2,48,40,35,41,0,41,16,0,44,0.37,2,2,weak thick platy structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"March, April, May, June",poorly,frequent,brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4020,2tbfj,"Canyonview-Oxyaquic Xerofluvents, occasionally flooded-Tuolumne complex, 1 to 35 percent slopes",order 3,2766868,2-SON SEKI,2256762,Water,stream,3,138,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,30,37,42,46,52,54,120,150,190,4070,5150,6660,1,2,5,,,,mountains,streams,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4121,2tbfk,"Canyonview-Canyonview, bouldery complex, 15 to 70 percent slopes",order 3,2766869,2-SON SEKI,2256771,Canyonview,,47,658,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,"andic soil properties(1-5), umbric epipedon(1-15)",Mesic,Typic,Xeric,22A,F022AH203CA,Mesic Moraine,,,,,,,,,,26,31,39,45,52,54,105,155,190,4530,4710,7630,15,25,45,36,360,0,mountains,moraines,mountainbase,backslope,convex/linear,colluvium and/or till derived from granite,,,,,,65,,1,high,high,high,0.3,0.6,1.1,0.8,1.5,3.5,CBV-COSL,7,6,14,43,7,43,0,0,29,17,36,15,14,33,0.16,7,15,weak fine subangular blocky structure parts to weak fine granular structure,5.6,7,5.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4121,2tbfk,"Canyonview-Canyonview, bouldery complex, 15 to 70 percent slopes",order 3,2766869,2-SON SEKI,2256772,Canyonview,bouldery,35,490,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(1-28),Mesic,Typic,Xeric,22A,R022AH000CA,Extremely Bouldery Lower Mountain Flanks,,,,,,,,,,26,31,39,45,52,54,105,155,190,4530,5060,7630,35,55,70,357,360,0,mountains,talus slopes,mountainbase,backslope,convex/convex,colluvium derived from granite,,,,,,59,,1,high,high,high,0.1,0.2,1.1,0.4,0.6,3.5,STX-LS,10,0,10,60,18,77,0,0,25,16,39,11,9,43,0.16,2,15,moderate fine subangular blocky structure parts to weak medium granular structure,5.4,6.5,5.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4121,2tbfk,"Canyonview-Canyonview, bouldery complex, 15 to 70 percent slopes",order 3,2766869,2-SON SEKI,2256774,Rock outcrop,granitic,10,140,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,26,31,39,45,52,54,105,155,190,4530,5430,7630,45,55,70,356,360,0,mountains,canyon walls,mountainbase,backslope,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4121,2tbfk,"Canyonview-Canyonview, bouldery complex, 15 to 70 percent slopes",order 3,2766869,2-SON SEKI,2669186,Littlebaugh,,5,70,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,"umbric epipedon(0-18), paralithic contact(31-36), paralithic materials(31-36), lithic contact(36-79)",Mesic,Typic,Xeric,22A,R022AH001CA,Shallow Convex Bedrock Ridges,,,,,,,,,,26,31,39,45,52,54,105,155,190,4530,5940,7630,35,65,70,265,360,0,mountains,mountain slopes,lower third of mountainflank,backslope,convex/convex,colluvium over residuum weathered from granite,Paralithic bedrock,20,31,39,,31,,0,high,high,high,0.4,0.9,1.3,0.6,1.7,2.6,GR-SL,8,0,10,52,3,52,30,0,27,15,39,11,10,30,0.16,6,7,weak thick platy structure parts to weak fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4121,2tbfk,"Canyonview-Canyonview, bouldery complex, 15 to 70 percent slopes",order 3,2766869,2-SON SEKI,2256775,Skellog,occasionally flooded,3,42,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(6-30), cambic horizon(30-59)",Mesic,Typic,Xeric,22A,R022AX016CA,High gradient upper montane A-channel Riparian Complex,,,,,,,,,,26,31,39,45,52,54,105,155,190,4530,6440,7630,35,40,50,330,360,0,mountains,high-gradient drainageways,mountainbase,backslope,concave/linear,alluvium and/or colluvium derived from granite,,,,,,59,,6,moderately high,moderately high,moderately high,0.4,0.7,1.1,1.3,1.8,3.7,GR-LS,0,0,5,35,2,48,0,0,30,19,34,13,13,38,0.23,5,15,weak fine subangular blocky structure,5.1,7.3,5.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4131,2tbfh,"Azalea-Canyonview, bouldery-Rock outcrop, granitic complex, 15 to 100 percent slopes",order 3,2766871,2-SON SEKI,2256757,Azalea,,35,1898,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy,"umbric epipedon(0-22), lithic contact(22-79)",Mesic,Typic,Xeric,22A,R022AH001CA,Shallow Convex Bedrock Ridges,,,,,,,,,,38,42,45,45,48,50,115,145,165,4840,6490,8530,15,53,60,280,360,0,mountains,mountain slopes,center third of mountainflank,shoulder,convex/convex,colluvium over residuum weathered from granite,Lithic bedrock,20,22,39,,22,,0,high,high,high,0.5,1.5,1.7,1.1,2.4,3.5,FSL,0,1,14,60,4,71,2,0,6,0,19,1,0,16,0.16,5,5,weak coarse subangular blocky structure,4.5,6.5,4.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4131,2tbfh,"Azalea-Canyonview, bouldery-Rock outcrop, granitic complex, 15 to 100 percent slopes",order 3,2766871,2-SON SEKI,2669191,Canyonview,bouldery,30,1627,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(1-28),Mesic,Typic,Xeric,22A,R022AH000CA,Extremely Bouldery Lower Mountain Flanks,,,,,,,,,,38,42,45,45,48,50,115,145,165,4840,5060,8530,45,55,75,357,360,0,mountains,talus slopes,lower third of mountainflank,backslope,convex/linear,colluvium derived from granite,,,,,,59,,1,high,high,high,0.1,0.2,1.1,0.4,0.6,3.5,STX-LS,10,0,10,60,15,77,0,0,25,16,39,11,9,43,0.16,2,15,moderate fine subangular blocky structure parts to weak medium granular structure,5.4,6.5,5.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4131,2tbfh,"Azalea-Canyonview, bouldery-Rock outcrop, granitic complex, 15 to 100 percent slopes",order 3,2766871,2-SON SEKI,2256758,Rock outcrop,granitic,25,1356,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,38,42,45,45,48,50,115,145,165,4840,6230,8530,70,80,100,202,360,0,mountains,mountain slopes,center third of mountainflank,backslope,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4131,2tbfh,"Azalea-Canyonview, bouldery-Rock outcrop, granitic complex, 15 to 100 percent slopes",order 3,2766871,2-SON SEKI,2669177,Tharpslog,,8,434,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy,umbric epipedon(1-12),Mesic,Typic,Xeric,22A,F022AH102CA,Cool Mesic Mountain Slopes,,,,,,,,,,38,42,45,45,48,50,115,145,165,4840,6560,8530,15,50,60,95,360,0,mountains,mountain slopes,center third of mountainflank,backslope,linear/linear,colluvium and/or slope alluvium over residuum weathered from granite,,,,,,83,,1,high,high,high,0.5,0.8,1.1,1.7,2.5,3.8,COSL,3,0,10,2,1,14,0,0,16,0,32,0,0,6,0.17,5,15,weak medium subangular blocky structure,5.1,6.8,4.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4131,2tbfh,"Azalea-Canyonview, bouldery-Rock outcrop, granitic complex, 15 to 100 percent slopes",order 3,2766871,2-SON SEKI,2669189,Skellog,occasionally flooded,2,108,no,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,loamy-skeletal,"umbric epipedon(6-30), cambic horizon(30-59)",Mesic,Typic,Xeric,22A,R022AX016CA,High gradient upper montane A-channel Riparian Complex,,,,,,,,,,38,42,45,45,48,50,115,145,165,4840,6440,8530,35,40,50,330,360,0,mountains,high-gradient drainageways,mountainbase,backslope,concave/linear,alluvium and/or colluvium derived from granite,,,,,,59,,6,moderately high,moderately high,moderately high,0.4,0.7,1.1,1.3,1.8,3.7,GR-LS,0,0,5,35,2,48,0,0,30,19,34,13,13,38,0.23,5,15,weak fine subangular blocky structure,5.1,7.3,5.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,occasional,very brief,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4134,2x29m,"Canyonview, bouldery-Littlebaugh-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2924870,2-SON SEKI,2669192,Canyonview,bouldery,50,4556,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,umbric epipedon(1-28),Mesic,Typic,Xeric,22A,R022AH000CA,Extremely Bouldery Lower Mountain Flanks,,,,,,,,,,31,39,43,45,48,54,110,145,190,4330,5060,8500,45,55,75,357,360,0,mountains,glacial-valley walls,lower third of mountainflank,backslope,convex/linear,colluvium derived from granite,,,,,,59,,1,high,high,high,0.1,0.2,1.1,0.4,0.6,3.5,STX-LS,10,0,10,60,15,77,0,0,25,16,39,11,9,43,0.16,2,15,moderate fine subangular blocky structure parts to weak medium granular structure,5.4,6.5,5.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4134,2x29m,"Canyonview, bouldery-Littlebaugh-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2924870,2-SON SEKI,2669193,Littlebaugh,,30,2733,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy-skeletal,"umbric epipedon(0-18), paralithic contact(31-36), paralithic materials(31-36), lithic contact(36-79)",Mesic,Typic,Xeric,22A,R022AH001CA,Shallow Convex Bedrock Ridges,,,,,,,,,,31,39,43,45,48,54,110,145,190,4330,5940,8500,30,65,90,225,360,0,mountains,glacial-valley walls,center third of mountainflank,backslope,convex/convex,colluvium over residuum weathered from granite,Paralithic bedrock,20,31,39,,31,,0,high,high,high,0.4,0.9,1.3,0.6,1.7,2.6,GR-SL,8,0,10,52,3,52,30,0,27,15,39,11,10,30,0.16,6,7,weak thick platy structure parts to weak fine granular structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4134,2x29m,"Canyonview, bouldery-Littlebaugh-Rock outcrop, granitic complex, 30 to 100 percent slopes",order 3,2924870,2-SON SEKI,2548398,Rock outcrop,granitic,20,1822,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,31,39,43,45,48,54,110,145,190,4330,5990,8500,45,75,100,227,360,0,mountains,glacial-valley walls,free face,backslope,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4145,2wcjj,"Tharpslog-Bearhill-Tinybaugh complex, 15 to 45 percent slopes",order 3,2924639,2-SON SEKI,2417634,Tharpslog,,40,4879,yes,series,Inceptisols,Xerepts,Humixerepts,Vitrandic Humixerepts,sandy,umbric epipedon(0-24),Mesic,Typic,Xeric,22A,F022AH102CA,Cool Mesic Mountain Slopes,,,,,,,,,,36,42,45,45,48,52,105,140,180,4310,6180,8090,15,45,45,222,360,45,mountains,mountain slopes,lower third of mountainflank,backslope,concave/linear,colluvium and/or slope alluvium over residuum weathered from granite,,,,,,81,,0,high,high,high,0.5,1,1.1,1.7,3.3,3.8,SL,0,0,10,4,1,14,0,0,7,0,29,0,0,6,0.02,3,15,weak fine granular structure,5.1,6.8,4.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",4145,2wcjj,"Tharpslog-Bearhill-Tinybaugh complex, 15 to 45 percent slopes",order 3,2924639,2-SON SEKI,2417635,Bearhill,,25,3049,yes,series,Alfisols,Xeralfs,Palexeralfs,Vitrandic Palexeralfs,coarse-loamy,"ochric epipedon(0-18), argillic horizon(18-67)",Mesic,Typic,Xeric,22A,F022AH101CA,Mesic Mountain Slopes,,,,,,,,,,36,42,45,45,48,52,105,140,180,4310,5270,8090,30,38,45,275,360,45,mountains,mountain slopes,lower third of mountainflank,backslope,linear/convex,colluvium derived from granite,,,,,,67,,2,moderately high,moderately high,moderately high,1,1.4,2.1,4,5.5,8.1,SL,0,0,5,,,,0,0,0,0,15,0,0,6,0.16,6,15,strong very fine granular structure,6.1,7,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
